Id,MSSubClass,MSZoning,Utilities,Neighborhood,BldgType,RoofMatl,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,GarageType,PavedDrive,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,StreetAlley,LandSlpContr,LotCondition,BsmtFinType,BsmtGrade,LotExterior,ExterGrade,GarageGrade,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade
1073,50,RL,AllPub,Edwards,1Fam,CompShg,CBlock,810,GasA,Y,FuseA,1002,0,1456,1,0,4,1,Typ,Detchd,P,missing,missing,0,WD,Normal,91500,1.5,1.5,1.0,5.0,0.5,8.0,3.5,4.0,58,52.0,56,0,1.5,2,0,0,4.0
1074,60,RL,AllPub,Edwards,1Fam,CompShg,CBlock,690,GasA,Y,SBrkr,698,0,1426,1,1,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,159500,1.5,0.0,2.0,3.0,3.0,8.0,3.5,4.0,32,32.0,32,535,0.0,2,252,0,6.0
1075,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1240,GasA,Y,SBrkr,1240,0,1240,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,194000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,1,1.0,1,0,0.0,2,233,0,6.0
1076,70,RL,AllPub,Crawfor,1Fam,CompShg,CBlock,800,GasA,Y,SBrkr,960,0,1740,1,1,3,1,Typ,Attchd,Y,missing,missing,0,CWD,Normal,219500,1.5,1.5,2.0,3.0,3.0,13.5,3.5,4.0,67,67.0,23,410,0.0,2,0,0,6.5
1077,50,RL,AllPub,OldTown,1Fam,CompShg,CBlock,796,GasA,Y,SBrkr,1096,0,1466,2,0,3,1,Min1,Attchd,Y,missing,Shed,500,WD,Normal,170000,0.5,1.5,2.0,2.5,2.0,13.5,3.5,4.0,70,56.0,17,626,0.5,3,457,0,6.5
1078,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1096,GasA,Y,SBrkr,1096,0,1096,1,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Abnorml,138800,1.5,1.5,2.0,2.5,3.0,11.0,3.5,4.0,37,37.0,37,866,1.0,2,272,0,5.0
1079,120,RM,AllPub,CollgCr,TwnhsE,CompShg,PConc,848,GasA,Y,SBrkr,848,0,848,1,0,1,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,155900,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,2,2.0,2,662,1.0,1,140,0,5.5
1080,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,990,GasA,Y,SBrkr,990,0,990,1,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,126000,1.5,1.5,2.0,3.5,2.5,12.5,3.5,4.0,13,11.0,13,495,0.0,1,64,0,5.0
1081,20,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1258,GasA,Y,SBrkr,1258,0,1258,2,0,3,1,Typ,Attchd,Y,missing,missing,0,COD,Abnorml,145000,1.5,1.5,2.0,2.5,3.0,12.5,2.0,4.0,37,37.0,4,656,0.5,1,55,216,6.5
1082,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,1040,GasA,Y,SBrkr,1040,0,1040,1,1,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,133000,1.5,1.5,1.5,2.5,3.0,6.0,3.5,4.0,47,47.0,47,824,1.0,1,0,220,5.0
1083,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1459,GasA,Y,SBrkr,1459,0,1459,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,192000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,5,5.0,5,0,0.0,2,231,0,6.0
1084,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1251,GasA,Y,SBrkr,1251,0,1251,1,0,3,1,Typ,Attchd,Y,MnPrv,Shed,700,WD,Normal,160000,1.5,1.5,2.0,3.0,3.0,6.0,3.5,4.0,42,42.0,42,553,1.0,2,116,0,6.0
1085,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,691,GasA,Y,SBrkr,691,0,1498,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,187500,1.5,1.5,2.0,2.5,2.5,6.0,3.5,4.0,11,11.0,10,592,0.0,2,359,0,5.5
1086,85,RL,AllPub,SawyerW,1Fam,CompShg,PConc,936,GasA,Y,SBrkr,996,0,996,1,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,147000,1.5,1.5,2.0,3.5,2.5,6.0,3.5,4.0,18,18.0,18,747,1.0,2,120,0,6.0
1087,160,RM,AllPub,MeadowV,TwnhsE,CompShg,CBlock,546,GasA,Y,SBrkr,546,0,1092,1,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,83500,1.5,1.5,2.0,3.0,3.0,5.0,3.5,4.0,37,37.0,37,334,0.0,2,216,0,4.5
1088,60,FV,AllPub,Somerst,1Fam,CompShg,PConc,1082,GasA,Y,SBrkr,1082,0,1953,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,252000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,4,4.0,3,0,0.0,5,210,0,6.5
1089,160,RM,AllPub,Edwards,Twnhs,CompShg,PConc,970,GasA,Y,SBrkr,970,0,1709,2,0,3,1,Maj1,Detchd,Y,missing,missing,0,WD,Normal,137500,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,2,2.0,2,0,0.0,3,40,0,6.0
1090,120,FV,AllPub,Somerst,TwnhsE,CompShg,PConc,1247,GasA,Y,SBrkr,1247,0,1247,1,1,1,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,197000,1.0,1.5,2.0,3.5,2.5,8.0,3.0,4.0,1,1.0,1,1039,1.0,2,84,0,6.5
1091,90,RL,AllPub,NAmes,Duplex,CompShg,Slab,0,Wall,N,FuseA,1040,0,1040,2,0,2,2,Typ,Detchd,Y,missing,missing,0,WD,Normal,92900,1.5,1.5,2.0,6.0,4.0,3.0,3.5,4.0,59,22.0,59,0,0.0,2,0,0,3.5
1092,160,FV,AllPub,Somerst,Twnhs,CompShg,PConc,600,GasA,Y,SBrkr,624,0,1252,2,1,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,160000,1.0,1.5,2.0,3.0,2.5,8.0,3.0,4.0,9,9.0,8,510,1.0,1,48,0,6.0
1093,50,RL,AllPub,SWISU,1Fam,CompShg,PConc,1181,GasA,Y,SBrkr,1390,0,1694,2,0,4,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,136500,1.5,0.0,2.0,4.5,3.0,8.0,3.5,4.0,83,83.0,58,423,0.0,2,342,128,5.5
1094,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,864,GasA,Y,SBrkr,1200,0,1200,1,1,1,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,146000,1.5,1.5,1.5,3.5,3.0,8.0,3.5,4.0,41,29.0,8,661,1.0,4,64,0,6.5
1095,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,936,GasA,Y,SBrkr,936,0,936,1,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,129000,1.5,1.5,2.0,2.5,3.0,8.0,3.5,4.0,54,54.0,10,488,1.0,1,0,240,6.0
1096,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1314,GasA,Y,SBrkr,1314,0,1314,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,176432,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,1,1.0,1,24,0.0,2,22,0,5.5
1097,70,RM,AllPub,IDOTRR,1Fam,CompShg,PConc,684,GasA,Y,SBrkr,773,0,1355,1,1,3,1,Typ,missing,Y,missing,missing,0,WD,Normal,127000,1.5,1.5,2.0,5.0,3.0,13.5,3.5,5.0,93,27.0,1,0,0.0,3,136,115,6.5
1098,120,RL,AllPub,StoneBr,TwnhsE,CompShg,CBlock,1074,GasA,Y,SBrkr,1088,0,1088,1,1,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,170000,1.5,1.5,2.0,5.0,2.5,6.0,3.0,4.0,21,20.0,21,0,0.0,2,74,137,6.5
1099,50,RM,AllPub,BrkSide,1Fam,CompShg,BrkTil,672,GasA,Y,SBrkr,757,0,1324,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,128000,1.5,1.5,2.0,3.0,3.0,8.0,3.5,4.0,73,73.0,59,672,0.0,2,0,0,5.0
1100,20,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1271,GasA,Y,SBrkr,1601,0,1601,2,0,3,1,Typ,Attchd,Y,missing,missing,0,COD,Abnorml,157000,1.5,1.5,4.0,2.5,2.5,9.5,3.5,4.0,31,31.0,31,704,0.0,3,0,0,6.0
1101,30,RL,AllPub,SWISU,1Fam,CompShg,CBlock,290,GasA,N,FuseF,438,0,438,1,0,1,1,Typ,Detchd,N,missing,missing,0,WD,Normal,60000,1.5,0.0,2.0,4.5,1.5,13.5,3.5,4.0,89,79.0,59,290,0.0,1,0,0,3.5
1102,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,950,GasA,Y,SBrkr,950,0,950,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,119500,1.5,1.5,2.0,2.0,3.0,7.0,3.5,4.0,36,26.0,36,699,0.0,1,0,0,5.0
1103,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1010,GasA,Y,SBrkr,1134,0,1134,1,0,2,1,Typ,Attchd,Y,MnWw,missing,0,WD,Family,135000,1.5,1.5,2.0,4.5,3.0,13.5,3.5,4.0,47,47.0,5,588,0.0,3,16,0,6.0
1104,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,655,GasA,Y,SBrkr,1194,0,1194,1,0,3,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,159500,1.5,1.5,2.0,2.5,3.0,3.0,3.5,4.0,47,52.0,47,655,0.5,2,0,192,6.0
1105,160,RM,AllPub,BrDale,TwnhsE,CompShg,CBlock,630,GasA,Y,SBrkr,630,0,1302,2,1,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,106000,1.5,1.5,2.0,5.0,3.0,6.0,3.5,4.0,37,37.0,37,0,0.0,2,0,0,5.0
1106,60,RL,AllPub,NoRidge,1Fam,CompShg,PConc,1463,GasA,Y,SBrkr,1500,0,2622,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,325000,1.5,1.5,2.0,3.5,1.5,6.0,3.0,4.0,16,16.0,15,1032,1.0,5,218,0,6.5
1107,20,RL,AllPub,SawyerW,1Fam,CompShg,PConc,910,GasA,Y,SBrkr,1442,0,1442,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,179900,1.5,1.5,1.5,3.5,2.5,6.0,3.0,4.0,17,17.0,16,738,1.0,2,244,0,6.0
1108,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,868,GasA,Y,SBrkr,887,0,2021,2,1,3,1,Typ,BuiltIn,Y,missing,missing,0,New,Partial,274725,1.5,0.5,2.0,5.0,0.5,12.5,3.0,4.0,0,0.0,0,0,0.0,5,100,0,6.0
1109,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,924,GasA,Y,SBrkr,948,0,1690,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Abnorml,181000,1.5,1.5,2.0,5.0,2.5,12.5,3.5,4.0,7,7.0,7,0,0.0,3,148,0,5.5
1110,20,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1836,GasA,Y,SBrkr,1836,0,1836,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,280000,1.5,1.5,2.0,3.5,1.5,8.0,3.0,4.0,5,5.0,4,1039,1.0,3,310,0,6.5
1111,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,773,GasA,Y,SBrkr,773,0,1658,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,188000,1.5,1.5,2.0,3.5,2.5,6.0,3.5,4.0,13,13.0,12,219,1.0,4,308,0,5.5
1112,60,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,803,GasA,Y,SBrkr,1098,0,1964,2,1,4,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,205000,1.5,1.5,2.0,2.5,3.0,9.5,3.5,4.0,32,32.0,32,403,0.0,3,69,0,6.5
1113,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,816,GasA,Y,FuseA,816,0,816,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,129900,1.5,1.5,2.0,3.5,3.0,14.5,3.5,4.0,49,49.0,49,708,1.0,2,0,0,6.0
1114,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1008,GasA,Y,SBrkr,1008,0,1008,1,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,134500,1.5,1.5,2.0,3.0,3.0,13.5,3.5,4.0,54,54.0,1,643,1.0,3,18,0,6.0
1115,20,RL,AllPub,OldTown,1Fam,CompShg,CBlock,833,GasA,Y,SBrkr,833,0,833,1,0,2,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,117000,1.5,1.5,2.0,4.5,3.0,8.0,2.5,4.0,52,51.0,6,415,0.0,1,0,0,6.0
1116,20,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1734,GasA,Y,SBrkr,1734,0,1734,2,0,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,318000,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,0,0.0,0,1004,1.0,3,0,0,6.5
1117,80,RL,AllPub,Gilbert,1Fam,CompShg,PConc,408,GasA,Y,SBrkr,779,0,1419,2,1,3,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,184100,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,7,7.0,7,353,1.0,3,120,0,6.5
1118,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,894,GasA,Y,SBrkr,894,0,894,1,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,130000,1.5,1.5,1.5,3.0,3.0,12.5,3.5,4.0,41,41.0,5,702,1.0,1,0,0,6.0
1119,80,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,533,GasA,Y,SBrkr,1021,0,1601,1,0,3,1,Min2,BuiltIn,Y,missing,missing,0,WD,Normal,140000,1.5,1.5,2.0,5.0,3.0,8.0,2.5,4.0,50,50.0,21,0,0.5,2,314,0,5.5
1120,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1040,GasA,Y,FuseA,1040,0,1040,1,0,3,1,Typ,Attchd,Y,GdWo,missing,0,WD,Normal,133700,1.5,1.5,2.0,4.0,3.0,8.5,3.5,4.0,47,47.0,47,369,0.0,2,140,252,5.0
1121,30,RM,AllPub,IDOTRR,1Fam,CompShg,BrkTil,1012,GasA,Y,FuseA,1012,0,1012,1,0,2,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,118400,1.5,0.5,2.0,5.0,3.0,3.0,3.5,4.0,87,87.0,57,0,0.0,3,22,112,5.5
1122,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1552,GasA,Y,SBrkr,1552,0,1552,2,0,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,212900,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,1,1.0,0,24,0.0,3,164,0,6.0
1123,20,RL,AllPub,Edwards,1Fam,CompShg,CBlock,672,GasA,Y,FuseA,960,0,960,1,0,3,1,Typ,Basment,Y,MnPrv,missing,0,COD,Abnorml,112000,1.5,1.5,2.0,5.0,3.0,0.0,3.5,4.0,53,53.0,53,0,0.0,1,64,160,3.5
1124,20,RL,AllPub,Edwards,1Fam,CompShg,CBlock,698,GasA,Y,SBrkr,698,0,698,1,0,2,1,Typ,missing,Y,missing,missing,0,WD,Normal,118000,1.5,1.5,2.0,5.0,3.0,12.5,1.5,5.0,62,29.0,1,0,0.5,1,200,0,7.0
1125,80,RL,AllPub,Gilbert,1Fam,CompShg,PConc,384,GasA,Y,SBrkr,812,0,1482,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,163900,1.5,1.5,2.0,5.0,2.5,6.0,3.5,4.0,15,15.0,15,0,0.0,3,125,0,6.0
1126,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1005,GasA,Y,SBrkr,1005,0,1005,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,115000,1.5,1.5,2.0,5.0,3.0,9.5,3.5,1.0,54,32.0,54,0,0.0,2,0,0,4.5
1127,120,RL,AllPub,Blmngtn,TwnhsE,CompShg,PConc,1373,GasA,Y,SBrkr,1555,0,1555,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,174000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,2,2.0,2,0,0.0,4,163,0,6.0
1128,20,RL,AllPub,Gilbert,1Fam,CompShg,PConc,1530,GasA,Y,SBrkr,1530,0,1530,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Family,259000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,3,3.0,3,1300,1.0,3,180,0,6.0
1129,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,847,GasA,Y,SBrkr,847,0,1959,2,1,4,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,215000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,3,3.0,2,0,0.0,3,148,0,6.0
1130,90,RM,AllPub,OldTown,Duplex,CompShg,CBlock,936,GasA,Y,SBrkr,936,0,936,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,140000,0.5,1.5,2.0,3.5,2.5,8.0,3.5,4.0,27,27.0,27,936,1.0,1,49,0,5.0
1131,50,RL,AllPub,SWISU,1Fam,CompShg,BrkTil,1122,GasA,Y,SBrkr,1328,0,1981,2,0,4,1,Min2,Detchd,Y,MnPrv,missing,0,WD,Normal,135000,1.5,1.5,2.0,3.0,3.0,12.0,3.5,4.0,81,28.0,59,622,1.0,2,475,0,3.5
1132,20,RL,AllPub,Mitchel,1Fam,CompShg,PConc,974,GasA,Y,SBrkr,974,0,974,1,0,3,1,Typ,missing,Y,MnPrv,missing,0,Oth,Abnorml,93500,1.5,1.5,2.0,3.0,2.5,6.0,3.5,5.0,16,27.0,15,212,0.0,1,28,0,5.0
1133,70,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,1008,GasW,Y,SBrkr,1178,0,2210,2,0,5,1,Typ,Detchd,N,missing,missing,0,WD,Normal,117500,1.5,1.5,2.0,5.0,3.0,13.5,3.5,2.5,127,77.0,57,0,0.0,2,48,0,5.0
1134,60,RL,AllPub,SawyerW,1Fam,CompShg,PConc,1128,GasA,Y,SBrkr,1142,0,2020,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,239500,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,14,14.0,14,584,0.0,4,155,0,6.5
1135,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,916,GasA,Y,SBrkr,916,0,1600,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,169000,1.5,0.5,2.0,5.0,2.5,12.5,3.5,4.0,10,10.0,10,0,0.0,3,138,0,5.5
1136,30,RM,AllPub,BrkSide,1Fam,CompShg,BrkTil,960,GasA,N,SBrkr,986,0,986,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,102000,1.5,1.5,2.0,5.0,3.0,13.5,3.5,4.0,81,81.0,57,0,0.0,2,128,0,5.5
1137,50,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1032,GasA,Y,FuseA,1032,0,1252,1,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Abnorml,119000,1.5,1.5,2.0,3.0,3.0,12.5,3.5,4.0,58,58.0,58,280,0.0,2,0,96,5.5
1138,50,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,780,GasA,N,SBrkr,780,0,1020,1,0,2,1,Typ,missing,N,missing,missing,0,WD,Normal,94000,1.5,1.5,1.5,5.0,3.0,12.5,2.5,5.0,135,30.0,14,0,0.0,3,0,176,6.5
1139,20,RL,AllPub,Mitchel,1Fam,CompShg,PConc,1567,GasA,Y,SBrkr,1567,0,1567,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,196000,1.5,2.0,2.0,2.5,3.0,8.0,3.5,4.0,32,32.0,32,1567,1.0,2,296,0,5.5
1140,30,RL,AllPub,BrkSide,1Fam,CompShg,BrkTil,915,GasA,Y,SBrkr,1167,0,1167,1,0,3,1,Maj1,Detchd,Y,missing,missing,0,WD,Normal,144000,1.5,1.5,2.0,3.0,3.0,11.5,2.0,4.0,87,35.0,57,645,0.0,2,0,342,5.0
1141,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,952,GasA,Y,SBrkr,952,0,952,1,0,2,1,Typ,Detchd,Y,missing,missing,0,COD,Abnorml,139000,1.5,1.5,2.0,2.5,3.0,6.0,3.5,4.0,57,20.0,57,852,1.0,1,0,0,6.0
1142,60,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,780,GasA,Y,SBrkr,1088,0,1868,2,1,4,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,197500,1.5,1.5,3.0,2.5,3.0,9.5,2.5,4.0,33,33.0,33,381,1.0,4,544,0,6.0
1143,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1466,GasA,Y,SBrkr,1466,0,2828,3,0,4,1,Typ,BuiltIn,Y,missing,missing,0,New,Partial,424870,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,1,1.0,0,1150,1.0,6,269,0,6.5
1144,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,1006,GasA,Y,SBrkr,1006,0,1006,1,0,3,1,Typ,missing,Y,missing,missing,0,WD,Normal,80000,1.5,1.5,2.0,3.5,3.0,11.5,3.5,5.0,49,28.0,49,288,0.0,1,24,0,4.0
1145,190,RL,AllPub,Edwards,2fmCon,CompShg,BrkTil,672,Grav,N,FuseA,672,0,924,1,0,2,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,80000,1.5,1.5,2.0,3.0,2.5,8.0,2.0,4.0,69,69.0,60,348,1.0,2,0,0,4.0
1146,50,RM,AllPub,BrkSide,1Fam,CompShg,BrkTil,1042,GasA,Y,SBrkr,1042,0,1576,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Family,149000,1.5,1.5,2.0,5.0,3.0,8.0,3.5,4.0,78,78.0,56,0,0.0,4,0,0,5.5
1147,20,RL,AllPub,SawyerW,1Fam,CompShg,CBlock,1298,GasA,Y,SBrkr,1298,0,1298,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,180000,1.5,1.5,2.0,3.5,2.5,14.0,3.0,4.0,21,21.0,21,1258,1.0,1,191,0,5.5
1148,70,RL,AllPub,Crawfor,1Fam,CompShg,CBlock,704,GasA,Y,SBrkr,860,0,1564,1,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,174500,1.5,0.0,2.0,4.5,3.0,8.0,3.5,4.0,68,68.0,59,275,0.0,3,0,0,7.0
1149,50,RM,AllPub,OldTown,1Fam,CompShg,PConc,572,GasA,Y,SBrkr,572,0,1111,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,116900,1.5,1.5,2.0,5.0,3.0,13.5,3.5,4.0,82,26.0,58,0,0.0,2,0,176,7.0
1150,70,RM,AllPub,OldTown,1Fam,CompShg,PConc,650,GasA,Y,SBrkr,832,0,1482,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,143000,1.5,1.5,1.0,2.5,3.0,12.5,2.5,4.0,89,79.0,21,624,0.5,3,0,0,8.0
1151,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,932,GasA,Y,FuseA,932,0,932,1,0,2,1,Typ,Attchd,Y,GdPrv,missing,0,WD,Normal,124000,1.5,1.5,2.0,5.0,3.0,3.0,3.5,4.0,57,57.0,57,0,0.0,1,0,214,5.5
1152,20,RL,AllPub,Edwards,1Fam,CompShg,CBlock,1466,GasA,Y,SBrkr,1466,0,1466,1,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,149900,1.5,1.5,2.0,3.0,3.0,8.0,3.5,4.0,47,47.0,47,176,0.0,2,140,100,4.5
1153,20,RL,AllPub,Crawfor,1Fam,CompShg,PConc,1073,GasA,Y,SBrkr,1811,0,1811,1,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Abnorml,230000,1.5,1.5,2.0,1.0,3.0,10.5,3.5,4.0,50,50.0,2,843,0.0,3,0,280,6.5
1154,30,RM,AllPub,IDOTRR,1Fam,CompShg,BrkTil,816,GasA,Y,SBrkr,816,0,816,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,120500,1.5,1.5,2.0,2.5,3.0,13.5,2.0,4.0,78,6.0,1,538,0.0,2,0,96,7.0
1155,60,RL,AllPub,NAmes,1Fam,CompShg,CBlock,864,GasA,Y,SBrkr,902,0,1820,1,2,4,1,Typ,Attchd,Y,GdPrv,missing,0,WD,Normal,201800,1.5,1.5,2.0,2.5,3.0,12.5,3.5,4.0,43,43.0,20,454,0.0,3,144,273,6.5
1156,20,RL,AllPub,Veenker,1Fam,CompShg,CBlock,1437,GasA,Y,SBrkr,1437,0,1437,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,218000,1.5,1.5,2.0,2.5,2.5,9.5,2.0,4.0,31,31.0,3,1157,1.0,2,21,180,6.5
1157,80,RL,AllPub,NAmes,1Fam,CompShg,PConc,1219,GasA,Y,SBrkr,1265,0,1265,2,0,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,179900,1.5,1.5,2.0,2.5,3.0,3.0,2.5,4.0,43,43.0,9,633,0.5,2,92,96,6.5
1158,120,RL,AllPub,NridgHt,Twnhs,CompShg,PConc,1314,GasA,Y,SBrkr,1314,0,1314,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,230000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,2,1.0,1,904,1.0,3,234,0,6.0
1159,20,RL,AllPub,Somerst,1Fam,CompShg,PConc,1580,GasA,Y,SBrkr,1580,0,1580,2,0,3,1,Typ,Attchd,Y,missing,missing,0,ConLD,Partial,235128,1.5,1.5,1.5,5.0,2.5,12.5,3.0,4.0,1,0.0,0,0,0.0,3,24,0,6.5
1160,60,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,901,GasA,Y,SBrkr,943,0,1876,2,1,4,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,185000,1.5,1.5,2.0,2.5,3.0,6.0,3.0,3.0,34,34.0,34,442,0.0,3,69,0,6.0
1161,160,RL,AllPub,NPkVill,Twnhs,CompShg,CBlock,855,GasA,Y,SBrkr,855,0,1456,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,146000,1.5,1.5,2.0,2.5,2.5,5.5,3.5,4.0,32,32.0,32,311,0.0,3,26,0,5.5
1162,20,RL,AllPub,Crawfor,1Fam,CompShg,CBlock,1296,GasA,Y,SBrkr,1640,0,1640,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,224000,1.5,1.0,3.0,3.0,3.0,6.0,3.0,4.0,54,15.0,2,728,1.0,3,108,216,6.5
