Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade
1066,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,missing,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1306,GasA,Ex,Y,SBrkr,1306,0,2260,2,1,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,328000,14,14.0,13,1201,1.0,3,340,0,6.0
1067,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,No,Unf,Unf,799,GasA,Gd,Y,SBrkr,799,0,1571,2,1,3,1,TA,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,178000,16,16.0,15,0,0.0,3,40,0,6.5
1068,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Gd,GLQ,LwQ,780,GasA,TA,Y,SBrkr,798,0,1611,1,1,4,1,TA,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,167900,44,44.0,44,780,1.0,2,456,189,6.0
1069,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,missing,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,942,GasA,Gd,Y,SBrkr,1291,0,2521,2,1,5,1,TA,Maj1,Gd,Attchd,Fin,TA,TA,Y,missing,GdPrv,missing,0,WD,Normal,151400,33,33.0,33,837,1.0,4,748,0,5.0
1070,45,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,CBlock,TA,TA,No,ALQ,Unf,845,GasA,TA,Y,SBrkr,893,0,893,1,0,2,1,Gd,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,135000,58,22.0,4,220,0.5,1,0,0,6.0
1071,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1048,GasA,TA,Y,SBrkr,1048,0,1048,1,0,3,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,135000,51,51.0,51,586,1.0,2,20,192,5.0
1072,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,CBlock,TA,TA,No,Rec,Unf,727,GasA,Ex,Y,SBrkr,829,0,1556,1,1,4,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,154000,41,41.0,41,298,0.0,3,0,0,6.0
1073,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,CBlock,Fa,Fa,Mn,Unf,Unf,810,GasA,Fa,Y,FuseA,1002,0,1456,1,0,4,1,TA,Typ,TA,Detchd,Unf,TA,TA,P,missing,missing,missing,0,WD,Normal,91500,58,52.0,56,0,1.5,2,0,0,4.0
1074,60,RL,Pave,missing,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,690,GasA,TA,Y,SBrkr,698,0,1426,1,1,3,1,TA,Typ,missing,Attchd,Fin,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,159500,32,32.0,32,535,0.0,2,252,0,6.0
1075,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1240,GasA,Ex,Y,SBrkr,1240,0,1240,2,0,2,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,194000,1,1.0,1,0,0.0,2,233,0,6.0
1076,70,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,CBlock,TA,TA,No,BLQ,Unf,800,GasA,TA,Y,SBrkr,960,0,1740,1,1,3,1,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,CWD,Normal,219500,67,67.0,23,410,0.0,2,0,0,6.5
1077,50,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,CBlock,Fa,TA,No,ALQ,Unf,796,GasA,Gd,Y,SBrkr,1096,0,1466,2,0,3,1,Gd,Min1,TA,Attchd,Unf,TA,TA,Y,missing,missing,Shed,500,WD,Normal,170000,70,56.0,17,626,0.5,3,457,0,6.5
1078,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Plywood,missing,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,1096,GasA,Ex,Y,SBrkr,1096,0,1096,1,0,3,1,TA,Typ,missing,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Abnorml,138800,37,37.0,37,866,1.0,2,272,0,5.0
1079,120,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,155900,2,2.0,2,662,1.0,1,140,0,5.5
1080,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990,GasA,Gd,Y,SBrkr,990,0,990,1,0,3,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,126000,13,11.0,13,495,0.0,1,64,0,5.0
1081,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,1258,GasA,Ex,Y,SBrkr,1258,0,1258,2,0,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,COD,Abnorml,145000,37,37.0,4,656,0.5,1,55,216,6.5
1082,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,missing,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1040,GasA,Fa,Y,SBrkr,1040,0,1040,1,1,3,1,TA,Typ,missing,Attchd,Fin,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,133000,47,47.0,47,824,1.0,1,0,220,5.0
1083,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1459,GasA,Ex,Y,SBrkr,1459,0,1459,2,0,3,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,192000,5,5.0,5,0,0.0,2,231,0,6.0
1084,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1251,GasA,TA,Y,SBrkr,1251,0,1251,1,0,3,1,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,MnPrv,Shed,700,WD,Normal,160000,42,42.0,42,553,1.0,2,116,0,6.0
1085,60,RL,Pave,missing,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,missing,TA,TA,PConc,Gd,TA,No,ALQ,Unf,691,GasA,Gd,Y,SBrkr,691,0,1498,2,1,3,1,TA,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,187500,11,11.0,10,592,0.0,2,359,0,5.5
1086,85,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,missing,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,936,GasA,Ex,Y,SBrkr,996,0,996,1,0,2,1,Gd,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,147000,18,18.0,18,747,1.0,2,120,0,6.0
1087,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,missing,TA,TA,CBlock,TA,TA,No,BLQ,Unf,546,GasA,TA,Y,SBrkr,546,0,1092,1,1,3,1,TA,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,83500,37,37.0,37,334,0.0,2,216,0,4.5
1088,60,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1082,GasA,Ex,Y,SBrkr,1082,0,1953,2,1,3,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,252000,4,4.0,3,0,0.0,5,210,0,6.5
1089,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,970,GasA,Ex,Y,SBrkr,970,0,1709,2,0,3,1,Gd,Maj1,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,137500,2,2.0,2,0,0.0,3,40,0,6.0
1090,120,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,missing,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1247,GasA,Ex,Y,SBrkr,1247,0,1247,1,1,1,1,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,197000,1,1.0,1,1039,1.0,2,84,0,6.5
1091,90,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,missing,TA,TA,Slab,missing,missing,missing,missing,missing,0,Wall,Fa,N,FuseA,1040,0,1040,2,0,2,2,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,92900,59,22.0,59,0,0.0,2,0,0,3.5
1092,160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,600,GasA,Ex,Y,SBrkr,624,0,1252,2,1,2,1,Gd,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,160000,9,9.0,8,510,1.0,1,48,0,6.0
1093,50,RL,Pave,missing,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,PConc,TA,TA,No,Rec,Unf,1181,GasA,Fa,Y,SBrkr,1390,0,1694,2,0,4,1,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,136500,83,83.0,58,423,0.0,2,342,128,5.5
1094,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,GLQ,Unf,864,GasA,Gd,Y,SBrkr,1200,0,1200,1,1,1,1,Gd,Typ,missing,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,146000,41,29.0,8,661,1.0,4,64,0,6.5
1095,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,CBlock,TA,TA,No,BLQ,Rec,936,GasA,Ex,Y,SBrkr,936,0,936,1,0,2,1,TA,Typ,missing,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,129000,54,54.0,10,488,1.0,1,0,240,6.0
1096,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1314,GasA,Gd,Y,SBrkr,1314,0,1314,2,0,3,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,176432,1,1.0,1,24,0.0,2,22,0,5.5
1097,70,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,PConc,TA,TA,No,Unf,Unf,684,GasA,TA,Y,SBrkr,773,0,1355,1,1,3,1,Gd,Typ,missing,missing,missing,missing,missing,Y,missing,missing,missing,0,WD,Normal,127000,93,27.0,1,0,0.0,3,136,115,6.5
1098,120,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,missing,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1074,GasA,Ex,Y,SBrkr,1088,0,1088,1,1,2,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,170000,21,20.0,21,0,0.0,2,74,137,6.5
1099,50,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,672,GasA,TA,Y,SBrkr,757,0,1324,1,0,3,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,128000,73,73.0,59,672,0.0,2,0,0,5.0
1100,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1271,GasA,TA,Y,SBrkr,1601,0,1601,2,0,3,1,TA,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,COD,Abnorml,157000,31,31.0,31,704,0.0,3,0,0,6.0
1101,30,RL,Pave,missing,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,CBlock,TA,Fa,No,Rec,Unf,290,GasA,TA,N,FuseF,438,0,438,1,0,1,1,Fa,Typ,missing,Detchd,Unf,TA,TA,N,missing,missing,missing,0,WD,Normal,60000,89,79.0,59,290,0.0,1,0,0,3.5
1102,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,MetalSd,missing,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,950,GasA,TA,Y,SBrkr,950,0,950,1,0,3,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,119500,36,26.0,36,699,0.0,1,0,0,5.0
1103,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,1010,GasA,Ex,Y,SBrkr,1134,0,1134,1,0,2,1,TA,Typ,missing,Attchd,RFn,TA,TA,Y,missing,MnWw,missing,0,WD,Family,135000,47,47.0,5,588,0.0,3,16,0,6.0
1104,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,missing,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,655,GasA,Ex,Y,SBrkr,1194,0,1194,1,0,3,1,TA,Typ,Fa,BuiltIn,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,159500,47,52.0,47,655,0.5,2,0,192,6.0
1105,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,630,GasA,TA,Y,SBrkr,630,0,1302,2,1,3,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,106000,37,37.0,37,0,0.0,2,0,0,5.0
1106,60,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1463,GasA,Ex,Y,SBrkr,1500,0,2622,2,1,3,1,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,325000,16,16.0,15,1032,1.0,5,218,0,6.5
1107,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,missing,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,910,GasA,Gd,Y,SBrkr,1442,0,1442,2,0,3,1,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,179900,17,17.0,16,738,1.0,2,244,0,6.0
1108,60,RL,Pave,missing,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,868,GasA,Ex,Y,SBrkr,887,0,2021,2,1,3,1,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,missing,missing,missing,0,New,Partial,274725,0,0.0,0,0,0.0,5,100,0,6.0
1109,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,PConc,Gd,TA,No,Unf,Unf,924,GasA,Ex,Y,SBrkr,948,0,1690,2,1,3,1,TA,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Abnorml,181000,7,7.0,7,0,0.0,3,148,0,5.5
1110,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1836,GasA,Ex,Y,SBrkr,1836,0,1836,2,0,3,1,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,280000,5,5.0,4,1039,1.0,3,310,0,6.5
1111,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,missing,TA,TA,PConc,Gd,TA,No,GLQ,Unf,773,GasA,Gd,Y,SBrkr,773,0,1658,2,1,3,1,TA,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,188000,13,13.0,12,219,1.0,4,308,0,5.5
1112,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,803,GasA,TA,Y,SBrkr,1098,0,1964,2,1,4,1,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,205000,32,32.0,32,403,0.0,3,69,0,6.5
1113,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,missing,TA,TA,CBlock,TA,TA,No,GLQ,Unf,816,GasA,TA,Y,FuseA,816,0,816,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,129900,49,49.0,49,708,1.0,2,0,0,6.0
1114,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1008,GasA,Gd,Y,SBrkr,1008,0,1008,1,0,2,1,Gd,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,134500,54,54.0,1,643,1.0,3,18,0,6.0
1115,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,missing,TA,Gd,CBlock,TA,TA,No,Rec,Unf,833,GasA,Ex,Y,SBrkr,833,0,833,1,0,2,1,Gd,Typ,missing,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,117000,52,51.0,6,415,0.0,1,0,0,6.0
1116,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1734,GasA,Ex,Y,SBrkr,1734,0,1734,2,0,3,1,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,New,Partial,318000,0,0.0,0,1004,1.0,3,0,0,6.5
1117,80,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,408,GasA,Ex,Y,SBrkr,779,0,1419,2,1,3,1,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,184100,7,7.0,7,353,1.0,3,120,0,6.5
1118,20,RL,Pave,missing,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,CBlock,TA,TA,No,BLQ,Unf,894,GasA,Ex,Y,SBrkr,894,0,894,1,0,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,130000,41,41.0,5,702,1.0,1,0,0,6.0
1119,80,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,missing,TA,Gd,CBlock,TA,TA,No,Unf,Unf,533,GasA,TA,Y,SBrkr,1021,0,1601,1,0,3,1,TA,Min2,missing,BuiltIn,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,140000,50,50.0,21,0,0.5,2,314,0,5.5
1120,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,missing,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1040,GasA,TA,Y,FuseA,1040,0,1040,1,0,3,1,TA,Typ,missing,Attchd,RFn,TA,TA,Y,missing,GdWo,missing,0,WD,Normal,133700,47,47.0,47,369,0.0,2,140,252,5.0
1121,30,RM,Pave,missing,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,missing,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1012,GasA,TA,Y,FuseA,1012,0,1012,1,0,2,1,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,118400,87,87.0,57,0,0.0,3,22,112,5.5
1122,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1552,GasA,Ex,Y,SBrkr,1552,0,1552,2,0,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,New,Partial,212900,1,1.0,0,24,0.0,3,164,0,6.0
1123,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,672,GasA,Ex,Y,FuseA,960,0,960,1,0,3,1,TA,Typ,missing,Basment,Unf,TA,TA,Y,missing,MnPrv,missing,0,COD,Abnorml,112000,53,53.0,53,0,0.0,1,64,160,3.5
1124,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,missing,TA,Ex,CBlock,TA,TA,No,Unf,Unf,698,GasA,Ex,Y,SBrkr,698,0,698,1,0,2,1,TA,Typ,missing,missing,missing,missing,missing,Y,missing,missing,missing,0,WD,Normal,118000,62,29.0,1,0,0.5,1,200,0,7.0
1125,80,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,384,GasA,Gd,Y,SBrkr,812,0,1482,2,1,3,1,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,163900,15,15.0,15,0,0.0,3,125,0,6.0
