Id,MSSubClass,MSZoning,LotShape,Utilities,LotConfig,Neighborhood,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MiscVal,SaleType,SaleCondition,SalePrice,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade,StreetAlley,LandSlopeContour,LotCondition,BsmtFinType,BsmtGrade,ExterGrade
1112,60,3.0,3.0,0.0,4.0,14.0,0.0,5.0,3.0,1.0,9.0,10.0,1.0,1.0,3.0,803,1.0,4.0,1.0,4.0,1098,0,1964,2,1,4,1,3.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,205000,32,32.0,32,403,0.0,3,69,0,6.5,1.5,1.5,2.0,2.5,3.0,3.5
1113,20,3.0,0.0,0.0,0.0,12.0,0.0,2.0,1.0,1.0,14.0,15.0,3.0,1.0,3.0,816,1.0,4.0,1.0,0.0,816,0,816,1,0,2,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,129900,49,49.0,49,708,1.0,2,0,0,6.0,1.5,1.5,2.0,3.5,3.0,3.5
1114,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,1.0,1.0,13.0,14.0,3.0,1.0,3.0,1008,1.0,2.0,1.0,4.0,1008,0,1008,1,0,2,1,2.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,134500,54,54.0,1,643,1.0,3,18,0,6.0,1.5,1.5,2.0,3.0,3.0,3.5
1115,20,3.0,3.0,0.0,4.0,17.0,0.0,2.0,1.0,1.0,8.0,8.0,3.0,1.0,3.0,833,1.0,0.0,1.0,4.0,833,0,833,1,0,2,1,2.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,117000,52,51.0,6,415,0.0,1,0,0,6.0,1.5,1.5,2.0,4.5,3.0,2.5
1116,20,3.0,3.0,0.0,4.0,16.0,0.0,2.0,3.0,1.0,12.0,13.0,2.0,2.0,3.0,1734,1.0,0.0,1.0,4.0,1734,0,1734,2,0,3,1,0.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,6.0,5.0,318000,0,0.0,0,1004,1.0,3,0,0,6.5,1.5,1.5,2.0,3.5,1.5,3.0
1117,80,3.0,3.0,0.0,4.0,8.0,0.0,7.0,3.0,1.0,12.0,13.0,3.0,2.0,3.0,408,1.0,0.0,1.0,4.0,779,0,1419,2,1,3,1,2.0,6.0,4.0,3.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,184100,7,7.0,7,353,1.0,3,120,0,6.5,1.5,1.5,2.0,3.5,2.5,3.0
1118,20,3.0,0.0,0.0,2.0,19.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,1.0,3.0,894,1.0,0.0,1.0,4.0,894,0,894,1,0,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,130000,41,41.0,5,702,1.0,1,0,0,6.0,1.5,1.5,1.5,3.0,3.0,3.5
1119,80,3.0,3.0,0.0,4.0,19.0,0.0,7.0,1.0,1.0,8.0,8.0,3.0,1.0,3.0,533,1.0,4.0,1.0,4.0,1021,0,1601,1,0,3,1,3.0,3.0,5.0,3.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,140000,50,50.0,21,0,0.5,2,314,0,5.5,1.5,1.5,2.0,5.0,3.0,2.5
1120,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,1.0,1.0,3.0,14.0,3.0,1.0,3.0,1040,1.0,4.0,1.0,0.0,1040,0,1040,1,0,3,1,3.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,1.0,0,8.0,4.0,133700,47,47.0,47,369,0.0,2,140,252,5.0,1.5,1.5,2.0,4.0,3.0,3.5
1121,30,4.0,3.0,0.0,4.0,9.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,1012,1.0,4.0,1.0,0.0,1012,0,1012,1,0,2,1,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,118400,87,87.0,57,0,0.0,3,22,112,5.5,1.5,0.5,2.0,5.0,3.0,3.5
1122,20,3.0,3.0,0.0,4.0,5.0,0.0,2.0,1.0,1.0,12.0,13.0,1.0,2.0,0.0,1552,1.0,0.0,1.0,4.0,1552,0,1552,2,0,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,6.0,5.0,212900,1,1.0,0,24,0.0,3,164,0,6.0,1.5,1.5,2.0,3.5,2.5,3.0
1123,20,3.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,672,1.0,0.0,1.0,0.0,960,0,960,1,0,3,1,3.0,6.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,0,0.0,0.0,112000,53,53.0,53,0,0.0,1,64,160,3.5,1.5,1.5,2.0,5.0,3.0,3.5
1124,20,3.0,3.0,0.0,4.0,7.0,0.0,2.0,3.0,1.0,12.0,13.0,3.0,1.0,3.0,698,1.0,0.0,1.0,4.0,698,0,698,1,0,2,1,3.0,6.0,5.0,6.0,3.0,5.0,5.0,2.0,4.0,0,8.0,4.0,118000,62,29.0,1,0,0.5,1,200,0,7.0,1.5,1.5,2.0,5.0,3.0,1.5
1125,80,3.0,0.0,0.0,4.0,8.0,0.0,7.0,1.0,1.0,6.0,6.0,1.0,2.0,3.0,384,1.0,2.0,1.0,4.0,812,0,1482,2,1,3,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,163900,15,15.0,15,0,0.0,3,125,0,6.0,1.5,1.5,2.0,5.0,2.5,3.5
1126,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,1.0,1.0,9.0,10.0,3.0,1.0,3.0,1005,1.0,4.0,1.0,4.0,1005,0,1005,1,0,2,1,1.0,6.0,4.0,5.0,2.0,1.0,1.0,2.0,4.0,0,8.0,4.0,115000,54,32.0,54,0,0.0,2,0,0,4.5,1.5,1.5,2.0,5.0,3.0,3.5
1127,120,3.0,3.0,0.0,4.0,0.0,4.0,2.0,3.0,1.0,12.0,13.0,1.0,2.0,3.0,1373,1.0,0.0,1.0,4.0,1555,0,1555,2,0,2,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,174000,2,2.0,2,0,0.0,4,163,0,6.0,1.5,1.5,2.0,5.0,2.5,3.0
1128,20,3.0,2.0,0.0,0.0,8.0,0.0,2.0,3.0,1.0,12.0,13.0,3.0,2.0,0.0,1530,1.0,0.0,1.0,4.0,1530,0,1530,2,0,3,1,2.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,3.0,259000,3,3.0,3,1300,1.0,3,180,0,6.0,1.5,1.5,2.0,3.5,2.5,3.0
1129,60,3.0,0.0,0.0,4.0,8.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,0.0,847,1.0,0.0,1.0,4.0,847,0,1959,2,1,4,1,2.0,6.0,2.0,3.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,215000,3,3.0,2,0,0.0,3,148,0,6.0,1.5,1.5,2.0,5.0,2.5,3.0
1130,90,4.0,3.0,0.0,4.0,17.0,2.0,6.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,936,1.0,4.0,1.0,4.0,936,0,936,1,0,2,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,140000,27,27.0,27,936,1.0,1,49,0,5.0,0.5,1.5,2.0,3.5,2.5,3.5
1131,50,3.0,3.0,0.0,4.0,18.0,0.0,0.0,1.0,1.0,14.0,10.0,3.0,0.0,3.0,1122,1.0,4.0,1.0,4.0,1328,0,1981,2,0,4,1,2.0,3.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,135000,81,28.0,59,622,1.0,2,475,0,3.5,1.5,1.5,2.0,3.0,3.0,3.5
1132,20,3.0,3.0,0.0,4.0,11.0,0.0,2.0,1.0,1.0,6.0,6.0,3.0,2.0,2.0,974,1.0,4.0,1.0,4.0,974,0,974,1,0,3,1,3.0,6.0,5.0,6.0,3.0,5.0,5.0,2.0,2.0,0,7.0,0.0,93500,16,27.0,15,212,0.0,1,28,0,5.0,1.5,1.5,2.0,3.0,2.5,3.5
1133,70,4.0,3.0,0.0,4.0,17.0,0.0,5.0,1.0,1.0,13.0,14.0,3.0,0.0,2.0,1008,2.0,4.0,1.0,4.0,1178,0,2210,2,0,5,1,1.0,6.0,5.0,5.0,2.0,1.0,4.0,0.0,4.0,0,8.0,4.0,117500,127,77.0,57,0,0.0,2,48,0,5.0,1.5,1.5,2.0,5.0,3.0,3.5
1134,60,3.0,0.0,0.0,4.0,20.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,1128,1.0,0.0,1.0,4.0,1142,0,2020,2,1,3,1,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,239500,14,14.0,14,584,0.0,4,155,0,6.5,1.5,1.5,2.0,3.5,2.5,3.0
1135,60,3.0,0.0,0.0,4.0,8.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,0.0,916,1.0,2.0,1.0,4.0,916,0,1600,2,1,3,1,3.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,169000,10,10.0,10,0,0.0,3,138,0,5.5,1.5,0.5,2.0,5.0,2.5,3.5
1136,30,4.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,13.0,14.0,3.0,0.0,3.0,960,1.0,4.0,0.0,4.0,986,0,986,1,0,2,1,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,102000,81,81.0,57,0,0.0,2,128,0,5.5,1.5,1.5,2.0,5.0,3.0,3.5
1137,50,3.0,3.0,0.0,4.0,12.0,0.0,0.0,1.0,1.0,12.0,13.0,3.0,1.0,3.0,1032,1.0,4.0,1.0,0.0,1032,0,1252,1,0,3,1,3.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,0.0,119000,58,58.0,58,280,0.0,2,0,96,5.5,1.5,1.5,2.0,3.0,3.0,3.5
1138,50,3.0,3.0,0.0,4.0,19.0,0.0,0.0,1.0,1.0,12.0,13.0,3.0,1.0,3.0,780,1.0,2.0,0.0,4.0,780,0,1020,1,0,2,1,3.0,6.0,5.0,6.0,3.0,5.0,5.0,0.0,4.0,0,8.0,4.0,94000,135,30.0,14,0,0.0,3,0,176,6.5,1.5,1.5,1.5,5.0,3.0,2.5
1139,20,3.0,0.0,0.0,4.0,11.0,0.0,2.0,1.0,1.0,9.0,7.0,3.0,2.0,1.0,1567,1.0,4.0,1.0,4.0,1567,0,1567,2,0,2,1,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,196000,32,32.0,32,1567,1.0,2,296,0,5.5,1.5,2.0,2.0,2.5,3.0,3.5
1140,30,3.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,1.0,11.0,12.0,3.0,0.0,3.0,915,1.0,4.0,1.0,4.0,1167,0,1167,1,0,3,1,3.0,0.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,144000,87,35.0,57,645,0.0,2,0,342,5.0,1.5,1.5,2.0,3.0,3.0,2.0
1141,20,3.0,3.0,0.0,0.0,12.0,0.0,2.0,1.0,1.0,6.0,6.0,3.0,1.0,2.0,952,1.0,4.0,1.0,4.0,952,0,952,1,0,2,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,0.0,0.0,139000,57,20.0,57,852,1.0,1,0,0,6.0,1.5,1.5,2.0,2.5,3.0,3.5
1142,60,3.0,0.0,0.0,1.0,14.0,0.0,5.0,1.0,1.0,9.0,10.0,1.0,1.0,3.0,780,1.0,0.0,1.0,4.0,1088,0,1868,2,1,4,1,2.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,197500,33,33.0,33,381,1.0,4,544,0,6.0,1.5,1.5,3.0,2.5,3.0,2.5
1143,60,3.0,3.0,0.0,4.0,5.0,0.0,5.0,3.0,1.0,12.0,13.0,2.0,2.0,1.0,1466,1.0,0.0,1.0,4.0,1466,0,2828,3,0,4,1,2.0,6.0,4.0,3.0,1.0,4.0,4.0,2.0,4.0,0,6.0,5.0,424870,1,1.0,0,1150,1.0,6,269,0,6.5,1.5,1.5,2.0,3.5,1.5,3.0
1144,20,3.0,3.0,0.0,4.0,19.0,0.0,2.0,1.0,1.0,13.0,10.0,3.0,1.0,3.0,1006,1.0,4.0,1.0,4.0,1006,0,1006,1,0,3,1,3.0,6.0,5.0,6.0,3.0,5.0,5.0,2.0,4.0,0,8.0,4.0,80000,49,28.0,49,288,0.0,1,24,0,4.0,1.5,1.5,2.0,3.5,3.0,3.5
1145,190,3.0,3.0,0.0,4.0,7.0,1.0,0.0,1.0,1.0,8.0,8.0,3.0,0.0,3.0,672,3.0,1.0,0.0,0.0,672,0,924,1,0,2,1,1.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,80000,69,69.0,60,348,1.0,2,0,0,4.0,1.5,1.5,2.0,3.0,2.5,2.0
1146,50,4.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,8.0,8.0,3.0,0.0,3.0,1042,1.0,0.0,1.0,4.0,1042,0,1576,1,0,3,1,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,3.0,149000,78,78.0,56,0,0.0,4,0,0,5.5,1.5,1.5,2.0,5.0,3.0,3.5
1147,20,3.0,3.0,0.0,4.0,20.0,0.0,2.0,1.0,1.0,13.0,15.0,1.0,1.0,3.0,1298,1.0,4.0,1.0,4.0,1298,0,1298,2,0,3,1,2.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,180000,21,21.0,21,1258,1.0,1,191,0,5.5,1.5,1.5,2.0,3.5,2.5,3.0
1148,70,3.0,3.0,0.0,4.0,6.0,0.0,5.0,1.0,1.0,8.0,8.0,3.0,1.0,3.0,704,1.0,0.0,1.0,4.0,860,0,1564,1,1,3,1,1.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,174500,68,68.0,59,275,0.0,3,0,0,7.0,1.5,0.0,2.0,4.5,3.0,3.5
1149,50,4.0,3.0,0.0,4.0,17.0,0.0,0.0,1.0,1.0,13.0,14.0,3.0,2.0,3.0,572,1.0,4.0,1.0,4.0,572,0,1111,1,0,2,1,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,116900,82,26.0,58,0,0.0,2,0,176,7.0,1.5,1.5,2.0,5.0,3.0,3.5
1150,70,4.0,3.0,0.0,4.0,17.0,0.0,5.0,3.0,1.0,12.0,13.0,3.0,2.0,3.0,650,1.0,0.0,1.0,4.0,832,0,1482,1,0,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,143000,89,79.0,21,624,0.5,3,0,0,8.0,1.5,1.5,1.0,2.5,3.0,2.5
1151,20,3.0,0.0,0.0,4.0,12.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,932,1.0,0.0,1.0,0.0,932,0,932,1,0,2,1,2.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,0.0,0,8.0,4.0,124000,57,57.0,57,0,0.0,1,0,214,5.5,1.5,1.5,2.0,5.0,3.0,3.5
1152,20,3.0,3.0,0.0,4.0,7.0,0.0,2.0,1.0,1.0,6.0,10.0,1.0,1.0,3.0,1466,1.0,4.0,1.0,4.0,1466,0,1466,1,1,3,1,1.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,149900,47,47.0,47,176,0.0,2,140,100,4.5,1.5,1.5,2.0,3.0,3.0,3.5
1153,20,3.0,0.0,0.0,4.0,6.0,0.0,2.0,1.0,1.0,10.0,11.0,3.0,2.0,3.0,1073,1.0,0.0,1.0,4.0,1811,0,1811,1,0,2,1,0.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,0.0,230000,50,50.0,2,843,0.0,3,0,280,6.5,1.5,1.5,2.0,1.0,3.0,3.5
1154,30,4.0,3.0,0.0,0.0,9.0,0.0,2.0,1.0,1.0,13.0,14.0,3.0,0.0,0.0,816,1.0,0.0,1.0,4.0,816,0,816,1,0,2,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,120500,78,6.0,1,538,0.0,2,0,96,7.0,1.5,1.5,2.0,2.5,3.0,2.0
1155,60,3.0,0.0,0.0,4.0,12.0,0.0,5.0,1.0,1.0,12.0,13.0,2.0,1.0,1.0,864,1.0,4.0,1.0,4.0,902,0,1820,1,2,4,1,2.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,0.0,0,8.0,4.0,201800,43,43.0,20,454,0.0,3,144,273,6.5,1.5,1.5,2.0,2.5,3.0,3.5
1156,20,3.0,0.0,0.0,0.0,24.0,0.0,2.0,1.0,1.0,9.0,10.0,3.0,1.0,1.0,1437,1.0,4.0,1.0,4.0,1437,0,1437,2,0,3,1,2.0,6.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,218000,31,31.0,3,1157,1.0,2,21,180,6.5,1.5,1.5,2.0,2.5,2.5,2.0
1157,80,3.0,3.0,0.0,4.0,12.0,0.0,7.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1219,1.0,2.0,1.0,4.0,1265,0,1265,2,0,3,1,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,0,8.0,4.0,179900,43,43.0,9,633,0.5,2,92,96,6.5,1.5,1.5,2.0,2.5,3.0,2.5
1158,120,3.0,0.0,0.0,4.0,16.0,3.0,2.0,1.0,1.0,12.0,13.0,2.0,2.0,3.0,1314,1.0,0.0,1.0,4.0,1314,0,1314,2,0,2,1,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,230000,2,1.0,1,904,1.0,3,234,0,6.0,1.5,1.5,2.0,3.5,2.5,3.0
1159,20,3.0,3.0,0.0,2.0,21.0,0.0,2.0,1.0,1.0,12.0,13.0,2.0,2.0,3.0,1580,1.0,0.0,1.0,4.0,1580,0,1580,2,0,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,3.0,5.0,235128,1,0.0,0,0,0.0,3,24,0,6.5,1.5,1.5,1.5,5.0,2.5,3.0
1160,60,3.0,3.0,0.0,4.0,14.0,0.0,5.0,3.0,1.0,6.0,6.0,1.0,1.0,3.0,901,1.0,4.0,1.0,4.0,943,0,1876,2,1,4,1,2.0,6.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,0,8.0,4.0,185000,34,34.0,34,442,0.0,3,69,0,6.0,1.5,1.5,2.0,2.5,3.0,3.0
1161,160,3.0,3.0,0.0,4.0,13.0,3.0,5.0,1.0,1.0,9.0,2.0,3.0,1.0,3.0,855,1.0,1.0,1.0,4.0,855,0,1456,2,1,3,1,3.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,146000,32,32.0,32,311,0.0,3,26,0,5.5,1.5,1.5,2.0,2.5,2.5,3.5
1162,20,3.0,0.0,0.0,1.0,6.0,0.0,2.0,3.0,1.0,6.0,6.0,1.0,1.0,3.0,1296,1.0,0.0,1.0,4.0,1640,0,1640,1,0,3,1,2.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,224000,54,15.0,2,728,1.0,3,108,216,6.5,1.5,1.0,3.0,3.0,3.0,3.0
1163,20,3.0,3.0,0.0,4.0,19.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,1.0,3.0,894,1.0,2.0,1.0,4.0,894,0,894,1,0,3,1,3.0,6.0,3.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,129000,39,39.0,39,492,0.0,1,0,0,5.0,1.5,1.5,2.0,3.0,2.5,3.5
1164,90,3.0,3.0,0.0,4.0,19.0,2.0,6.0,1.0,1.0,9.0,10.0,3.0,1.0,0.0,1198,1.0,4.0,1.0,4.0,1258,0,1258,0,2,0,2,3.0,6.0,5.0,4.0,2.0,1.0,4.0,2.0,4.0,0,8.0,2.0,108959,39,39.0,39,1198,2.0,4,120,0,4.0,1.5,1.5,1.5,3.5,2.5,3.5
1165,80,3.0,0.0,0.0,2.0,24.0,0.0,7.0,1.0,1.0,9.0,10.0,3.0,2.0,1.0,1360,1.0,0.0,1.0,4.0,1432,0,1432,1,1,2,1,2.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,194000,29,29.0,29,1071,1.0,2,348,0,6.0,1.5,1.5,1.5,2.0,2.5,3.5
1166,20,3.0,0.0,0.0,4.0,16.0,0.0,2.0,1.0,1.0,12.0,13.0,2.0,2.0,3.0,1502,1.0,0.0,1.0,4.0,1502,0,1502,2,0,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,6.0,5.0,233170,0,0.0,0,0,0.0,3,114,0,6.0,1.5,1.5,2.0,5.0,2.5,3.0
1167,20,3.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,12.0,13.0,2.0,2.0,0.0,1694,1.0,0.0,1.0,4.0,1694,0,1694,2,0,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,245350,2,2.0,2,0,0.0,3,193,0,6.5,1.5,1.5,2.0,5.0,2.5,3.0
1168,60,3.0,0.0,0.0,4.0,8.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,959,1.0,0.0,1.0,4.0,959,0,1671,2,1,3,1,3.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,173000,6,6.0,6,786,1.0,3,38,0,5.5,1.5,1.5,4.0,3.5,2.5,3.5
1169,70,3.0,3.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,11.0,12.0,3.0,1.0,3.0,1127,1.0,0.0,1.0,4.0,1236,0,2108,2,0,4,1,2.0,6.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,235000,73,73.0,22,626,0.0,2,0,90,6.5,1.5,1.5,2.0,4.5,3.0,3.5
1170,60,3.0,0.0,0.0,1.0,15.0,0.0,5.0,3.0,1.0,6.0,6.0,1.0,2.0,1.0,1930,1.0,0.0,1.0,4.0,1831,0,3627,3,1,4,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,625000,11,11.0,10,1387,1.0,5,437,0,7.5,1.5,1.5,2.0,3.5,1.5,2.0
1171,80,3.0,3.0,0.0,4.0,11.0,0.0,7.0,1.0,1.0,9.0,10.0,3.0,1.0,0.0,1096,1.0,4.0,1.0,4.0,1118,0,1118,1,0,3,1,3.0,6.0,3.0,1.0,0.0,4.0,4.0,2.0,0.0,0,8.0,4.0,171000,31,31.0,31,522,1.0,2,203,0,6.0,1.5,1.5,2.0,2.5,3.0,3.5
1172,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,3.0,1.0,8.0,8.0,3.0,1.0,3.0,1261,1.0,0.0,1.0,4.0,1261,0,1261,1,0,3,1,3.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,1400,8.0,4.0,163000,50,50.0,50,662,1.0,2,0,288,6.0,1.5,1.5,2.0,2.5,3.0,3.5
1173,160,1.0,0.0,0.0,4.0,21.0,4.0,5.0,1.0,1.0,8.0,8.0,3.0,2.0,3.0,625,1.0,0.0,1.0,4.0,625,0,1250,2,1,2,1,2.0,6.0,5.0,5.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,171900,2,2.0,1,0,0.0,2,54,0,6.0,1.0,1.5,2.0,5.0,2.5,3.0
1174,50,3.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,8.0,8.0,3.0,1.0,3.0,1598,1.0,4.0,1.0,4.0,1636,479,3086,3,0,3,1,0.0,0.0,2.0,6.0,3.0,5.0,5.0,2.0,2.0,0,8.0,4.0,200500,61,27.0,13,621,0.0,8,122,0,5.5,1.5,0.0,2.0,2.5,3.0,3.5
1175,70,3.0,0.0,0.0,4.0,6.0,0.0,5.0,1.0,1.0,13.0,14.0,3.0,0.0,3.0,952,1.0,4.0,1.0,4.0,1170,0,2345,2,1,4,1,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,239000,74,74.0,56,503,0.0,4,0,0,7.0,1.5,1.5,2.0,4.5,2.5,3.5
1176,50,3.0,3.0,0.0,4.0,15.0,0.0,0.0,3.0,1.0,6.0,6.0,1.0,2.0,3.0,1683,1.0,0.0,1.0,4.0,2129,0,2872,2,1,4,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,285000,15,15.0,7,700,0.0,4,33,0,6.5,1.5,1.5,2.0,3.5,2.5,3.0
1177,20,3.0,0.0,0.0,1.0,11.0,0.0,2.0,1.0,1.0,6.0,10.0,3.0,1.0,3.0,876,1.0,4.0,1.0,4.0,923,0,923,1,0,3,1,3.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,119500,24,24.0,23,658,1.0,1,362,0,5.0,1.5,1.5,2.0,2.5,3.0,3.5
1178,50,4.0,3.0,0.0,4.0,17.0,0.0,0.0,1.0,1.0,8.0,8.0,3.0,1.0,3.0,818,1.0,4.0,1.0,4.0,818,0,1224,1,0,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,0.0,4.0,0,8.0,4.0,115000,83,83.0,5,468,0.0,1,0,116,7.0,0.5,0.0,1.0,4.5,3.0,3.5
1179,50,3.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,13.0,14.0,3.0,0.0,3.0,731,1.0,0.0,1.0,4.0,820,0,1343,1,1,3,1,3.0,6.0,2.0,5.0,2.0,1.0,4.0,2.0,4.0,0,8.0,4.0,154900,88,88.0,59,0,0.0,3,192,102,5.5,1.5,1.5,2.0,5.0,3.0,3.5
1180,20,3.0,3.0,0.0,0.0,7.0,0.0,2.0,1.0,1.0,13.0,14.0,3.0,3.0,4.0,0,1.0,2.0,1.0,4.0,1124,0,1124,1,0,3,1,3.0,3.0,2.0,6.0,3.0,5.0,5.0,0.0,4.0,0,8.0,4.0,93000,52,26.0,52,0,0.0,1,36,190,5.0,1.5,1.5,2.0,6.0,4.0,3.5
1181,60,3.0,1.0,0.0,0.0,23.0,0.0,5.0,1.0,1.0,8.0,8.0,3.0,5.0,3.0,1216,1.0,0.0,1.0,4.0,1298,0,2514,2,1,4,1,3.0,6.0,5.0,1.0,0.0,4.0,4.0,2.0,0.0,0,8.0,4.0,250000,16,16.0,15,1216,0.0,3,0,0,6.0,1.5,1.5,2.0,4.0,2.5,3.5
